0,#,Account,Peer followers
655,655.,"Dr. Maya J. Goldenberg@goldenbergmaya1Philosopher  of medicine, University of Guelph. Vaccine hesitancy, science & values, public trust, women's health, humanities, higher ed. Argues, doesn't fight.mayagoldenberg.caGoogle Scholar page1 year on TwitterRecent tweets: 5% new, 34% replies, 51% retweets, 11% quotesOn 28 user lists1,522 followers",110
656,656.,"Alison Reiheld, PhD@AlisonReiheldPhilosopher, Bioethicist. 'Struggling to be brief, I become obscure.' - Horace Pronouns: she/herGoogle Scholar page8 years on TwitterRecent tweets: 10% new, 24% replies, 61% retweets, 5% quotesOn 28 user lists1,001 followers",110
657,657.,"Jeff Sebo@jeffrseboDirector  of the NYU Animal Studies MA Program. Author: Saving Animals, Saving Ourselves. Co-author: Chimpanzee Rights; Food, Animals, and the Environment.Brooklyn, NYjeffsebo.net6 years on TwitterRecent tweets: 14% new, 42% replies, 40% retweets, 4% quotesOn 61 user lists4,814 followers",109
658,658.,"Alex Sager@aesagerI teach Philosophy at Portland State University and write mostly on the political philosophy of migration.Portland, ORalexsager.com9 years on TwitterRecent tweets: 13% new, 21% replies, 63% retweets, 3% quotesOn 90 user lists3,173 followers",109
659,659.,"Yujin Nagasawa@yujinnagasawaH.  G. Wood Professor of the Philosophy of Religion @PTRBirmingham, University of Birmingham. Leading @GlobalPhilRel. God, consciousness and  meaning.Birmingham, United Kingdomyujinnagasawa.co.uk7 years on TwitterRecent tweets: 18% new, 10% replies, 65% retweets, 7% quotesOn 42 user lists2,328 followers",109
660,660.,"hanne de jaegher@participhaphilosopher | researcher | writer 2021-2 @WallInstitute prof @upvehu fellow @chatlabuk co-director @DialogicAction she/theyVancouverhannedejaegher.netGoogle Scholar page7 years on TwitterRecent tweets: 15% new, 31% replies, 50% retweets, 5% quotesOn 41 user lists1,599 followers",109
661,661.,"Nikhil Venkatesh@NikVenkateshPhilosopher-in-training & left-arm medium-pacer (he/him/his etc)Derby / Londonnikhilvenkateshphilosophy.com9 years on TwitterRecent tweets: 30% new, 38% replies, 18% retweets, 14% quotesOn 13 user lists1,555 followers",109
662,662.,"Hubert Dreyfus@hubertdreyfusHubert,  former Berkeley philosophy professor, was an original thinker who found  in the classic texts a new relevance for people’s everyday livesBerkeley, CAGoogle Scholar page11 years on TwitterRecent tweets: 83% new, 15% replies, 0% retweets, 1% quotesOn 129 user lists3,061 followers",108
663,663.,"Markus Arnold@mk_arnoldpolitical  philosophy | history & philosophy of the sciences and humanities | narratology | interested in the impact of knowledge and the media on societyvienna | linz researchgate.net/profile/Markus…Google Scholar page9 years on TwitterRecent tweets: 14% new, 0% replies, 84% retweets, 2% quotesOn 66 user lists1,324 followers",108
664,664.,"Thomas R. Wells@Philos_BeardPublic philosopher, here and on my blog. Day job - academic philosopher in the Netherlands. Personal account. Views subject to change. Etc.The Netherlandsphilosophersbeard.org8 years on TwitterRecent tweets: 40% new, 11% replies, 43% retweets, 6% quotesOn 31 user lists1,270 followers",108
665,665.,"Greg Rupik@GregoryRupikHistory & Philosophy of Bio PhD candidate @UofT_IHPST exploring organisms, Goethe, and evolution with Denis Walsh. (he/him)Toronto, Ontariolinkedin.com/in/gregoryrupi…Google Scholar page5 years on TwitterRecent tweets: 17% new, 40% replies, 32% retweets, 11% quotesOn 28 user lists1,141 followers",108
666,666.,"Maureen Sie@mmsksieResearcher  in philosophy (of action, moral psychology &meta-ethics), interdisciplinary focus, full professor @TiU. Only active on social media every now & then.University of Tilburgmaureensie.wordpress.comGoogle Scholar page12 years on TwitterRecent tweets: 22% new, 21% replies, 57% retweets, 0% quotesOn 38 user lists1,094 followers",108
667,667.,"Eleanor Byrne@ellieabyrneResearching CFS/ME & Long/Post-Covid • @UoYPhilosophy @GriefYork • Philosophy of medicine, psychiatry, phenomenologyYorkeabyrne.weebly.com12 years on TwitterRecent tweets: 9% new, 58% replies, 22% retweets, 11% quotesOn 22 user lists1,067 followers",108
668,668.,"Justin Tosi@JustinTosiMoral and political philosopher @TexasTech. Book on Moral Grandstanding now available from @OUPPhilosophy.Lubbock, TXjustintosi.comGoogle Scholar page11 years on TwitterRecent tweets: 10% new, 38% replies, 49% retweets, 4% quotesOn 36 user lists1,655 followers",107
669,669.,"Massimiliano Simons@MassSimonsPhilosopher of #technoscience, based at @ugent (Belgium), fascinated by #synbio, #sciencefiction and #conspiracytheory - he/himGent, Belgiëmassimilianosimons.wordpress.com2 years on TwitterRecent tweets: 8% new, 33% replies, 44% retweets, 15% quotesOn 31 user lists1,618 followers",107
670,670.,"Noelle McAfee@nmcafeeprofessor  of philosophy, emory university, into democratic theory, psychoanalysis, new media, feminist theory, public philosophy, and midcentury modernismAtlanta, Georgiagonepublic.netGoogle Scholar page13 years on TwitterRecent tweets: 73% new, 13% replies, 8% retweets, 6% quotesOn 80 user lists1,160 followers",107
671,671.,"Henry Shevlin@dioscuriPhilosopher  of cognitive science specialising in AI, animal minds, & consciousness. Senior Researcher at Leverhulme CFI, University of Cambridge.Cambridge, Englandhenryshevlin.com13 years on TwitterRecent tweets: 26% new, 53% replies, 15% retweets, 6% quotesOn 27 user lists1,112 followers",107
672,672.,"Ricardo 🥲@old_ricPhilosophy PhD student/worker ☭ political ed @gtff_3544 • dissertating on subalternity in Latin American philosophy 👻Eugene, ORricardofriaz.com13 years on TwitterRecent tweets: 25% new, 52% replies, 17% retweets, 6% quotesOn 19 user lists1,960 followers",106
673,673.,"Kristina Meshelski@KrisMeshelskiPhilosopher, CSUN professor, tweeting against police and for cute animalsLos Angeles, CAphilpapers.org/s/kristina%20m…Google Scholar page10 years on TwitterRecent tweets: 13% new, 41% replies, 43% retweets, 4% quotesOn 18 user lists1,002 followers",106
674,674.,"Rebecca Newberger Goldstein@platobooktourPhilosopher and novelist; 2014 National Humanities Medalrebeccagoldstein.com8 years on TwitterRecent tweets: 30% new, 62% replies, 7% retweets, 0% quotesOn 499 user lists67,158 followers",105
675,675.,"Dr.Hogan@DrBrandonHoganAssociate Professor of Philosophy @Howard UniversityWashington, DCbrandonhogan.netGoogle Scholar page11 years on TwitterRecent tweets: 19% new, 40% replies, 31% retweets, 10% quotesOn 29 user lists1,515 followers",105
676,676.,"Stefan Schubert@StefanFSchubertPsychology  and philosophy, London School of Economics and Political Science. I'm researching effective altruism and related topics.London, Englandstefanfschubert.com/blog7 years on TwitterRecent tweets: 12% new, 69% replies, 5% retweets, 15% quotesOn 191 user lists12,545 followers",104
677,677.,"AV@ashwinivasanthaQueen's  National Scholar and Associate Prof @queensulaw | Visiting Fellow @HertieCFR | alum @Harvard @YaleLawSch @UniofOxford | migration, authority, obligationBerlinashwinivasanthakumar.comGoogle Scholar page9 years on TwitterRecent tweets: 9% new, 40% replies, 36% retweets, 15% quotesOn 31 user lists2,128 followers",104
678,678.,"Angel Petropanagos@APetropanagosBioethicist.  Feminist Philosopher, Ph.D. (She/Her). Views expressed on this account are my own and do not represent those of my employer.Mississauga, Ontario13 years on TwitterRecent tweets: 2% new, 6% replies, 85% retweets, 8% quotesOn 35 user lists1,507 followers",104
679,679.,"Tim Flanagan@imKopfetschirptLecturer  in Humanities @MurdochUni 📚≡📚 Reading, writing on, and teaching the history of philosophy - not always in that order (often not in much order at all) τὸ ϕροντιστήριονpalgrave.com/gp/book/978303…8 years on TwitterRecent tweets: 24% new, 6% replies, 50% retweets, 21% quotesOn 11 user lists1,248 followers",104
680,680.,"Philebus Bridgers@SpinellaJakeDumb  idiot/Philosophy Ph.D. student at UIC. Phil Sci, Mind/Cog Sci, Epistemology. Just another LEMMing. Left. Union. Bi, Bayesian, He/him. Aspiring Larry David.Chicago, ILinstagram.com/spinellj/10 years on TwitterRecent tweets: 52% new, 39% replies, 7% retweets, 3% quotesOn 18 user lists1,078 followers",104
681,681.,"Adriel M Trott@AdrielTrott#TeachingPhilosophy  @WabashCollege #politics #feminism #antiracism #ancientphil Views expressed here are mine & don't reflect my employer.Indianapolis, INadrieltrott.comGoogle Scholar page9 years on TwitterRecent tweets: 30% new, 17% replies, 45% retweets, 7% quotesOn 46 user lists1,014 followers",104
682,682.,"Ben Burgis@BenBurgis@GTAA_Show host, @jacobin columnist, wrote a book: 'Christopher Hitchens: What He Got Right, How He Went Wrong, and Why He Still Matters'(tinyurl.com/fth4fmr8)Atlanta, GAbenburgis.comVideo channelPatron opportunity3 years on TwitterRecent tweets: 14% new, 35% replies, 45% retweets, 7% quotesOn 262 user lists44,137 followers",103
683,683.,"David Aldridge@DavidAAldridgeProfessor  and Head of Department of Secondary and Further Education @EHU_FOE @edgehill | discussing beautiful literature with a ugly voice | occasional wit11 years on TwitterRecent tweets: 18% new, 21% replies, 55% retweets, 6% quotesOn 147 user lists5,601 followers",103
684,684.,"Nathan Emmerich@BioethicsUKPostdoc @DCUEthics (Project on the Ethics of EoL Care) & Visiting Research Fellow at QUB. Tweeting all the bioethics! nathanemmerich.org.ukUKorcid.org/0000-0001-8199…Google Scholar page13 years on TwitterRecent tweets: 72% new, 11% replies, 11% retweets, 6% quotesOn 161 user lists3,913 followers",103
685,685.,"Nicola Polloni@nicolapolloniSenior research fellow at KU Leuven working on medieval ontology and natural philosophy.Leuven, Belgiumpotestas-essendi.com11 years on TwitterRecent tweets: 78% new, 5% replies, 17% retweets, 0% quotesOn 60 user lists2,905 followers",103
686,686.,"John B Appleby@JohnBApplebyLecturer in Medical Ethics. Moral Philosophy / Bioethics / Environmental Ethics. Lancaster University. Views my own. Rt ≠ endorsementUKlancaster.ac.uk/health-and-med…Google Scholar page10 years on TwitterRecent tweets: 20% new, 41% replies, 25% retweets, 14% quotesOn 30 user lists1,599 followers",103
687,687.,"Marianne Talbot@OxPhil_MarianneDirector of studies in philosophy at Oxford University's Department for Continuing EducationOxfordmariannetalbot.co.uk9 years on Twitter until last tweet (2020-Sep-14)Recent tweets: 28% new, 37% replies, 35% retweets, 0% quotesOn 122 user lists3,146 followers",102
688,688.,"Shelbi Nahwilet 🌰@qaxaawutLuiseño  & Cupeño. Assistant Prof @ Georgetown philosophy. American Indian & Indigenous phil, feminist epist, lang, land, trauma, critical social work. she/herPiscataway & Anacostan land. 11 years on TwitterRecent tweets: 33% new, 41% replies, 22% retweets, 4% quotesOn 19 user lists2,834 followers",102
689,689.,"Dr Lene Auestad@LeneAuestadPhilosopher,  PhD. Author. Editor. Translator. Founder, Psychoanalysis and Politics. Phenomenology, Critical theory, Social philosophy, Ethics, Prejudice.London and Oslolawritings.net7 years on TwitterRecent tweets: 36% new, 13% replies, 49% retweets, 1% quotesOn 70 user lists2,643 followers",102
690,690.,"Nigel Warburton@NigelWarburtonFreelance philosopher. A Little History of Philosophy. philosophybites.com and philosophysites.com. Consultant Senior Editor Aeon.coOxford, Englandvirtualphilosopher.comPatreon page11 years on Twitter until last tweet (2021-Jan-07)Recent tweets: 15% new, 5% replies, 80% retweets, 0% quotesOn 55 user lists1,998 followers",102
691,691.,"Malcolm Keating@cmalcolmkeatingIndian  & Anglophone philosophy | Assistant Professor of Philosophy @yalenus, 🇸🇬 Singapore | Public twitter: @sutrasandstuff | 🎙 @NewBooksLang @NewBooksPhil |Singapore / Williamsburg VA USmalcolmkeating.comGoogle Scholar page9 years on TwitterRecent tweets: 16% new, 67% replies, 4% retweets, 12% quotesOn 54 user lists1,994 followers",102
692,692.,"Stephen Wilkinson@Wilkinson2SBioethicist/Philosopher.  Interests in human reproduction and organ/tissue donation @ReproductiveDon @pprlancaster (RT does not = approval)Lancaster, Englandlancaster.ac.uk/fass/ppr/profi…Google Scholar page7 years on TwitterRecent tweets: 7% new, 1% replies, 92% retweets, 0% quotesOn 35 user lists1,822 followers",102
693,693.,"Greg Priest@greg_m_priestPhD  Candidate, History of Science at Stanford. History and philosophy of biology and historical sciences, Darwin, complexity. He/himSan Francisco, CAgregpriest.comGoogle Scholar page6 years on TwitterRecent tweets: 10% new, 63% replies, 11% retweets, 16% quotesOn 33 user lists1,539 followers",102
694,694.,"Adam van Sertima@adamvs1Tries to be helpful. Maker/Thinker. Qualia-tative methods/Research-Creation theories. Alter ego of @AnaximanderJTiotia:ke (Montréal, QC)interactiveintentions.wordpress.com12 years on TwitterRecent tweets: 12% new, 21% replies, 63% retweets, 5% quotesOn 43 user lists1,264 followers",102
695,695.,"Alex Sarch@should_b_workinProfessor,  University of Surrey School of Law. Criminal Law, White Collar, Law & Tech, Philosophy. Tweets mostly about toddler parenthood it seems.UKglobal.oup.com/academic/produ…12 years on TwitterRecent tweets: 12% new, 59% replies, 17% retweets, 12% quotesOn 10 user lists1,169 followers",102
696,696.,"Matt Zwolinski@MattzwolinskiPhilosopher  at @uofsandiego. Director @USD_CEEPP. Bleeding Heart Libertarian. I write about Basic Income, exploitation, and the history of libertarian ideas.San Diego, CAsites.sandiego.edu/mzwolinski/Google Scholar page10 years on TwitterRecent tweets: 40% new, 37% replies, 19% retweets, 4% quotesOn 177 user lists5,649 followers",101
697,697.,"Peter Worley@the_if_manDad,  author, educator, CEO, composer-guitarist, gadfly, PhD candidate. Books: ‘Corrupting Youth’ (Feb 2021) and ‘English Folk Songs for Classic  guitar’ (2021).London, UKphilosophy-foundation.orgGoogle Scholar page10 years on TwitterRecent tweets: 2% new, 25% replies, 68% retweets, 5% quotesOn 107 user lists2,863 followers",101
698,698.,"Leif Wenar@LeifWenarOlive  H. Palmer Professor of Humanities, Professor of Philosophy, and by courtesy, Professor of Law and of Political Science. Senior Fellow, Woods Institute.Stanford Universitywenar.info/about/Google Scholar page6 years on TwitterRecent tweets: 20% new, 0% replies, 77% retweets, 2% quotesOn 79 user lists2,512 followers",101
699,699.,"Daniel Martin Feige@DanielMFeigeProfessor  of Philosophy and Aesthetics at the Stuttgart State Academy of Art and Design. I wrote books on Art, Jazz, Games, Music, Design and Human Nature.Stuttgartabk-stuttgart.de/personen/danie…1 year on TwitterRecent tweets: 22% new, 79% replies, 0% retweets, 0% quotesOn 12 user lists1,502 followers",101
700,700.,"Giuseppe Primiero@gprimieroAssociate Professor of Logic @LaStatale. Philosophy, computing, music, technology and more.Milan, Lombardysites.unimi.it/gprimiero/Google Scholar page11 years on TwitterRecent tweets: 20% new, 8% replies, 69% retweets, 2% quotesOn 54 user lists1,284 followers",101
701,701.,"Alex Broadbent@AlexBroadbentProfessor of Philosophy of Science, Durham UniversityDurham, UKphilosepi.orgGoogle Scholar page3 years on TwitterRecent tweets: 40% new, 39% replies, 15% retweets, 7% quotesOn 13 user lists1,268 followers",101
702,702.,"jenelle salisbury@JenelleGloriagraduate  student at UCONN. studying philosophy of mind; the unity of consciousness, conception (sensing & sense-making), and self-knowledgejenellegloria.com12 years on TwitterRecent tweets: 21% new, 68% replies, 10% retweets, 1% quotesOn 17 user lists1,193 followers",101
703,703.,"Steven Levine@Left_HegelianProfessor of Philosophy, UMass Boston, author of Pragmatism, Objectivity, and Experience from @CambridgeUPDorchester MAfaculty.www.umb.edu/steven.levine/Google Scholar page4 years on TwitterRecent tweets: 4% new, 89% replies, 5% retweets, 1% quotesOn 29 user lists1,911 followers",100
